Label,Banglish
sadness,dhaka theke dubai jacchi bimaner janalar pashe sit ar kane hedfon ar priy manush ke haranor voy sob mileye ganta 30 bar shunchi
sadness,ganti skul laifer kotha mone koriye dey skul faki diye ghure beratam ar ei ganti shuntam
sadness,valo ba koshter jekon muhurtei ei ganta shuni tokhni mone hoy jeno amader somporker shei prothom somoyta cokher samne vese othe
sadness,jake nijer ceyeo beshi valobastam take aj amor kore peye gechi sotti gan ta sunle tar kotha khub mone porot ar aj se amar pase ghomay🥰❤️
sadness,tumi amar tumi amar esukhe hobe je moron. ami more gechi. se choley geche kintu ami ekhno bece achi.
sadness,"2021 er novembre eshe abar shunlam. kintu je manushta sorboprothom ei ganti shunte bolechil se ekhon onno karo buke ni:oshbas nicche. ar ami boka hajar manusher vire take khujchi, ekta bar ektu kotha bolar jonjo. je amar ki bhul chil sheta janbar jonjo. valobasa to shesh hobar noy tai hoyto take khujtechilam. 😭😭😭😭😭😭😭"
sadness,gan amar praner sathe mishe ache.tobe ekhno badjojontro er jontrna ekhno bujha hoy ni.badjojonter sathe ekhno khub kach theke dekha hoy ni
sadness,assalamu alaikum valobese keu abegi hoye jibner siddhanto niben na age bujhun jake nijer jibonta dicchen uni ki sotti ei dayitbo bohon korte parben ki na. ar ei ganta ekta somye amar jibner khub gurutbpurno valolagar onuvutir kotha mone koriye dey jake niye ei onuvutir srishti Allah pak take amar jibne diyechen tobe onuvuti gulo kichuta edik odik hoye geche 😔😔😔
sadness,"tumi amake bishal ekta akash dile,kintu sbopno dila na “megh hoye ojhor brishti dile,kintu ekbar vijthe dilana” emon e valobasle ,kintu apon kore nilana."
sadness,"ei gantar sathe amar onek smriti joriye ache, afsos segulo shara jibon smritii theke jabe 😟"
sadness,blechile temake jodi harai ami bacob na. aj amar smriti kalo dhoyar moto  haoyay miliye felecho........
sadness,eke eke 23 ti bosonto paro korlam. ekhon porjonto pelam na ei kothata bolar mot.......
sadness,amar sathe to emon tai hoto salar se to amar pane firey takay na kotha koyam kemte
sadness,"tahsan vaiyer gan shunlei cokher pani dhore rakhte parina,, jibne onek smriti mone koriye deyoy."
sadness,"gan ta khub sundor,, kintu gan dekhe abar movie e prem korte jaiyen na taile cakrir barota bajbe"
sadness,ganta te onek sriti joriye ache amar..gan ta shunlei mone hoy tui ar ami pashapashi bose gan ta shuntechi . 😭
sadness,"pagol kora romanso, is aslei ki valobasa osomvob shundor hoy naki shudhui koshter prticchbi ?"
sadness,valobasar manushtir mukh theke valobasi kothati na shonte parata kotta koshter ta se jodi janot.
sadness,"sharmin, jani tumi amar hobe kichudin por biye namok ekta bondhon diye amader somporko porinti pabe tobuo paoyar vire o ei ganta sokol na paowa ke ami utosorgo kore gelam. onek valobasi tomake, jen mritjur ag porjonto tomakei valobese jete pari etai sroshtar kache abedon.♥️♥️"
sadness,"je “tumi amar” ekdin chil, se aj kothay??? dada kehi karo noy vobe.... sotjo gan rocna korun."
sadness,onek valbasi tomake jani kono din o tomake pabo na tao shara jibon valbase jabo tumi onek valo thekea
sadness,ei gan ta dekhar por kauke valbaste icche ta bere gel kintu kopaleo thakte hoy😭
sadness,jara an like korchen tara monehoy arman alifer fjan...emon ekta valo gane keu anlaik kore
sadness,"venggecure jai amader ghorbari jong dhore jai amader torbari ei gan tar lingok dinto amare,,,"
sadness,"obujh mone thikana tumi ki hobe ? mugdho amar preme joriye robe... mukhe bolo na , ke tomar onuvbe ? e ."
sadness,erokom gan shunle preme porte icche kore...... kintuu amar vagje t vogban prem likhche na..... onek boro koshte achi premhin jibon niye.... o vogban ebar t ekta prem de amar jonjo.....
sadness,"hoyotba bece thakle priy manushke paowa jay. kintu majhe majhe paowa jay na. ar tokhon onek koshto hoy. je koshte bece thaka joy na. choley jete hoy onek dure, sobar arale."
sadness,"tahsan vaiya please notun kichu korar ceshta korben asha kori,, sob somoy eki taiper gan ar valo lage na,,"
sadness,eisob miujik vidior jonjo bas buking diya niya jay dekhe amra sadharon manush biartisi bas pai na.
sadness,"ei gan geye tahsan shudhu nijer nam kharap korechen . ar jai hok , tahsaner ganer stjandardo eta na ."
sadness,"tiun , kompjishon comotkar . kintu lirik sosta maner . ar miujik vidio durdanto hoyeche ."
sadness,mne hoy kolijar vitor giya aghat kore babare ar maris na bohut lage kolijay 👌👌
sadness,ei intarnet asar por egan gulo kemon por hoye geche. age ei gan gulo sonar jonjo saradin songgit bangla khule rakhtam porche purno diner kotha gulo khub mone❤😢
sadness,"priy manush ke blok kore deyar pore , ken jani na ei gan ta shune ekai cokh diye jol porche"
sadness,sob kichu jodi peye jetam taile ei sob gan gulo sona hoto na 2023 e ami shesh hoye gechi ekhon jibonto lash keo bujheni na poribar na priy manush 😅 smriti rekhe gelam kokhon jodi tomar cokhe pore ei komento bujhe nio koto valo bastam 😅😅
sadness,aj 2023 er lashto din chil khub kharap keteche ...tai ganta shunte esechi smriti hisebe nahoy komento tai thak🥺😥
sadness,"tomake peye gele hoyto ei ganta ar shona hoto na .khub valobastam tomake, jantam na je evabe chere jabe amake, doya kori jekhanei thako sukhe theko😢😢"
sadness,mayer mritju+ babar osusthta+ premikar chere choley jaoya+ ekakitbo +nijosbo cinta+ semistarer cap kothao giye ei gan gulo amader moto  modhjbitto poribarer cheleder raater sjaridon ❤❤❤😌😌🖤🖤💔💔💔
sadness,ekdin tumio tomar namer jaygay onno cheler nam diye kauke bolbe!!ekta meye chil je ekta cheleke osomvob rokom valobasto😊😊valobasa shundor jodi manushta tomar moto na hoy
sadness,ami ki dosh korechilam jani na amake chere choley gelo na ferar deshe😢😢😢😢abar jodi kono jonmo pai tobe toke jeno pai pakhi😢😢😢😢😢😢😢😢😢amar pakhir atmar shanti kamna korun sobai😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏
sadness,onek mich kori ager dingulo koti na moja korchi ekhon ar kichu valea lagena mon cayna ekhon ar beche thakte😅😅😅
sadness,jibner prothom valobasa ta bhul manusher sathe bhul somoy hoy vulokre valobasa hole o jeta bhul kore vola jayna
sadness,aj komento kore rekhe gelam hoyto ami thakbo na tokhon o keo eshe dekhbe ekjon ke onek valobastam
sadness,2023 shesh hote colche .. ekhon o ke ke ei gan ta shuncho ? ar ei gan ta ke ekhon o valobaso .
sadness,aj onek din por ganta shunlam.😢ei ganer sathe amar onek sriti ache 😢ei ganta shunle sob mone pore jay 😭😭
sadness,ei gan ta shunle amar khub val lage kintu tar songge amar ager kotha mone hoy ar ami ager kotha mone korte caina mone holei koshto hoy 😢😢😢😢😢😢😂😂
sadness,amader pore jara shunte aibe amader komento dekhe bujhte parbe je gandah koto sobar priy chilo😢
sadness,"hoyto foyjuner hat dhore hata,prem ba valobasar alapon , cokhe cokh re bakjo binimoy kichui hoyni kintu or mamar kach theke biyer prostab peye thiki hajaro prem valobasa kabjo moner majhe gethe felechilam . tai hoyto koshter chondo sur loy majh rate mone eshe bar bar uki diye jay , ghumate dey na. nishiddho prem lilay kokhono nijeke sope dey ni, tai hoyto halal prem paoyar shopne ektu beshi mon ke rangiye felechilam ."
sadness,"valobasar manush jar haray, shei bujhe koshtta ki jinis. sarajibon boye berate hoy, na paoyar bedna niye"
sadness,"age kolkatar cinema ganer jonjo pagol chilam.taropor hindi cinema jokhon dekhtam,ektu ektu bujhtam tokhon theke ar egula dekha hoy na. kothay jen hariye geche."
sadness,amar ar amar bortoman jamai er sathe jokhon prem korar somoy dhora khetam tokhon ammu amar phone niya jait ar ami tokhon mone kortam amar ar amar bortoman jamai ar sathe ei bujhi bicched hoye gelo tokhon ami ei gan ta suntam ar kanna kortam alhamdulillah ami ekhon amar shei valobasar manushke peyechi 🥰🥰🥰
sadness,"sotti kotha bolte age esob gane vio kom hoto,, karon ager theke ekhonkar valobasa haranor jontrna onek tibro hoy,,, jeta amar sathe o hoye gelo😭😓,, ar kar 2023 sale bicched hoye geche 😭💔"
sadness,jibner somoy gulo kivabe choley jay ei muvita prothom dekhar somoy priy manush sathe chil kintu aj amar jibner tar kono ostitbo nei 😢etai jibon somoyer sathe sobkichu bodle jay 😢kokhno vabini jibne ei somoy ta asbe ei dinta 😢
sadness,amar onek kharap lage tar jonjo se bujhte pare na amar valobasa tar jonjo amar kotta koshto hoy😢❤❤
sadness,"valo lage na kichu! jokhon keu amake valobasto, tokhon ami bujhtam nah, valbasa mane ki! ekhon, ami kaoke jokhon, tokhon seo bojhena, se bojhena, bojhena, bojhena, bojhena. aro kichu gurutbpurno manush, amar jibne achen. akhon shudhu taderke dhore rakhar kothor dayitbo palon korte hobe 😢"
sadness,2050 saler jonjo smriti hisebe komento rekhe gelam eropor like dekhe bujhte parbo kotojon ganti shunte eshe komento pore gelo❤️❤️2050 saler jonjo smriti hisebe komento rekhe gelam eropor like dekhe bujhte parbo kotojon ganti shunte eshe komento pore gelo❤️❤️
sadness,somoy choley jay kotha sriti onuvuti roye jay amader hridye tobuo amra bece thaki amader valobasa bece thake amader hridye😍😍😍😍😍😍
sadness,atmo hotja moha pap tai ei shohore onek jentjo lash ghure beracche ar ei lasher songgi orijit sir ❤️❣️
sadness,shara prithibir manush jodi bangla vasha bujhto. tahole mone koy deb dadar gan gulo 1 nambare thakto ❤🎉
sadness,valo basar manush ta bhul bujhe dure choley geche jani na kobe bhul vanggbe payel tai ei gan ta shuina tomar kotha khub mone porche jani na tomake kono din bolte parbe ki jani tai ei 2023 komento kore golam ai lav ui payel tomar shobai ashibad koro je amar valbasar manush ta amar kache firey ase ❤❤
sadness,ondhkar rum+kane hedfon+purono kichu smriti+priy kichu gan 🙂 ar ojantei cokh beye goriye pora oshru 🥺
sadness,ganta anek din pore shunlam gan ta shune anek kharap laglo bare bare barir kotha mone porte laglo 😢😢
sadness,hthat gantar kotha mone porlo hoyto priy manushtir shunjtar jonjo ei shona kintu mone hocche se na choley na gele ei gan ta shuna hoto na amar moto ke ke acho je priy manushtir shunjtar jonjo ei gan shunte esecho
sadness,"ami ekjon ke onek valobasi/ se amake valobase/ shudhu amake bujhe na / aj tar pashe onno ekjon ke dekhe onek koshto lagche/ onek kanna o kortechi ekhon /,gan ta shunte shunte / valobasi take onek 😭😭😭😭😭😭"
sadness,na re noy sohoj upaya tor moton 💔 ar kauke kon din ganti chot belar smriti
sadness,chot belar kotha mone pore gel karon ami chot bela ei songgit bangla chara kichui bujhtam nah🥺😓😭
sadness,shei chot belar kotha mone pore gelo.age koto shuntam ei gan. ajo mone pore. ❤
sadness,ja ke apni valobasben se kokhono apnar hobe na 😢 me apnake valobase tar kache jaoyai valo 😌
sadness,kichu manush ke jibne vula o na ar paowa o jay na koshto niye bece thakte hoy
sadness,prithibir prothom songgit abishkarok hoyto janto na je se koto otripto hridoyer khadjo banate coleche😅
sadness,monta ettai shokto hoye geche kadte ceshta korleo kadte parina ...meyera to khub sohjei kede monke halka kore chelera emon hoy keno ...
sadness,"ami take onek valo basi kintu se buje na ,, amar onek koshto hoy take ki kore bujab jani na"
sadness,"ekjon ke prochondo valobastam, tar priy nayok chilo deb take shunanor jonjo saundo bokse ei ganta chere rekhe kotha boltam. 2014-16 saler dingulote 😭 ekhon 10 hajar kilometer dure jarmani bose shunchi, sob ache se nei😭😭😭"
sadness,varte ekta jinis beshi paowa jay. sheta hol valobasa .ar amra sob tar odhine 🙇 👩‍❤️‍👩
sadness,onekdin por ganta shunchi.. keno jani moner ojantei poristhitir sathe gantao mone pore gelea..! nijer valbasake jokhon bisorjon dite hoy er theke jontrna ar kichu thake na..! (2023)
sadness,monta kharap tai vablam iutiube jay gan shune asi hothat ei ganer kotha mone porlo tai shunte choley aslam...22/08/2023❤
sadness,toke peye gele hoy to ar ei gan ta shunte et valo gan ta shunte astam na😢
sadness,priy manush gulo ektar somoy priy gan hoye jay 😔ar priy gan gulo kkhritir karagar hoye jay💔😭
sadness,hthat kore tikotok theke ganti shune ganer kothati mone porl 😅amar moto  ke ache je 2023 sale shunteche ❤
sadness,ekhon 2023 ami jani ami mara jabo tomrao shobai mara jabe kintu joyo din ei prithibir ache toto din ei gan ta shobai priy hoye thakbe ❤️❤️
sadness,2023 e ei gantar kotha onek beshi mone pore gel.... ke ke acho ei gantake ekhno mis koro❤❤
sadness,"khub mon kharap thakay gantar kotha mone porlo, aro koto bochor pore je abar likhbo jana nei. 8 i agosto 2023"
sadness,purono gan ta shune amar shei bodle jaoya manush tar kotha mone pore gelo 😅💔
sadness,jdi boli e ganta hajaro jug jug por o puraton hobena 💔 hajaro hridoy vangga manusher mon chuye jay e gan 💔😭
sadness,iyarfon kane diye cokh bondho kore ganta shonar por nijer ojantei priy manushtar kotha mone pore cokhe pani choley asar je bjaparta😅
sadness,ganta shunlei tomake vebe kanna choley ase. er theke valo ki ar hote pare ❤
sadness,"asle ei ganta shune chot belar sriti mone koriye dilo😢.ar ei gantite komento rekhe gelam like dekhe bujhe nibo je, ei ganti koto jone shunte eshe like diye geche. 😢❤"
sadness,tomar moto  kauke ar khuje pabo na tumi shudhu smriti hoye roye jabe shara jibon tomar kotha khub mone pore
sadness,thik ettai koshto hoyechilo jokhon tomay onno karor hote dekhechilam. sotti cokhe jol aj shukiye geche
sadness,"valobasi” kothati bola sohoj holeo, valobasar porimanta bojhano et sohoj na.😀 jodi oke bojhate partam je oke kotta valbasi tahle, chere jaoyar kono karon khuje petona.☺"
sadness,"chot bela jokhon ganti prothom shunechilam tokhon theke ganta valo lage,jodio tokhon gantar mane bujhtam na 😅eto bochor por 2023 e dariye gantar mane bujhte parlam,asle purono ganer mane bujhte hole amader boro hote hoy😢"
sadness,"deb manei amader sob chot belar sriti.❤amar ei komente joyo bar laiker notifikeshon pabo.toto bar shunte asbo. 😢,2023😢❤❤"
sadness,"na re noy sohoj paowa tor moton ar kaukeu konodin, sotji, eta ami mone kori ,kintu tui hoyto konodino mone korbi na........... 😢"
sadness,2026 bishbkap er arjentina ekta oghoton ghotabe ar ei ganta diye ekta vidio banabo 🙃
sadness,2023 sale eshe shunlam abar ganta ❤sei‌ skul jibner kotha mone pore gelo. ei ganta shunle ekjon kotha mone pore jay 😢
sadness,jokhon ganer sathe jibner golpo gulo mile jay tokhon ei gan shunle kanna choley ase
sadness,"aj amar pochonder manush theke dure sore aslam. onek kharap lagche,sudhu fjamelir karne ei bicched er koshto sohjo korte hocche😊😊.ei gan ta thik amar moner kotha bolche 13/07/2023"
sadness,ei gan ta joyo shuni toti valo lage. amar sob ta diya o take pelam na hayre valobasa re😭 Allah ki dosh korchi je amar sathei emonta holo. 😅😅😅😅
sadness,"aj rat 2:50 minit, 13/07/2023 tar kotha mone kore ganta shona, take khub mis kori,"
sadness,erokom gan ki ar hobe na 😒😒😒 gan ta joyo bar shuni tao mon vore na 😌😌😌
sadness,jibon e jemon kichu sriti vola jay na temon kichu gan o ache joti purno hok na kono kono din o purno hobe na....❤️💔
sadness,"ei ganta shonar jonjo amar boro boner sathe jhogra korechilam karon amar kache tokhon kon mobile cilna, othoc ekhon amii take phone gifot korechi 😢😢😢"
sadness,"onek gulo din kete gel apnake ar dekhte pai na, hoyto ar kokhono dekha hobe na.apni etai ceyechilen ? ?"
sadness,deber ei gangulo shudhu kanna shoishber ek ekta smriti aj 23 sale eseo mone hoy notun kichu.
sadness,"jibne kichui thaklo na,,,,, 2023 saler jonjo ei komento ta kora thakbo amar,,,,,,,, gantar vitre anek kichu khuje pai ami"
sadness,"priy manushtar sathe oviman kore gantar kotha mone pore gel,,,,, tai ganta sarco kore shunte aslam"
sadness,jedin sofoltar mukh dekhob seidin shonabo bhorthtar golpo tar age noy smriti hoye thak amar kache ...
sadness,ganta shune purno diner kotha moye hoye gel.....ojibonta tokhni shundor chil kono cap chil na. joyo boro hocchi jibon theke ki jen hariye jacche😢😢😢😢😢.2023 sale eshe komento kore rakhlam 😢😢janina kobe abar ganta shunob
sadness,sthik manush ke valobeseo take chere thakte hocche 🙂 keno je fjamili bujhte caina ki jani 💔🥲 valo thakuk fjamilir manush . amra dujon na hoy dur thekei valobasbo 🌼😌
sadness,"“valobasi” kothati bola sohoj holeo, valobasar porimanta bojhano et sohoj na.😀 jodi oke bojhate partam je oke kotta valbasi tahle, chere jaoyar kono karon khuje petona.☺️"
sadness,"jibne emon ekojonke valobesechi take caoyata vul,, ar vule jaoyatao osomvob. na pari chere jete, na pari vule jete. shudhu nirbe cokher jol felte hoy❤❤❤"
sadness,2026 saler jonjo sriti hisebe komento rekhe gelam er por like dekhe bujte parbo koto jon ganti sunte eshe komento pore gelo
sadness,"jara mon theke kauke valobasbe take kokhnoi vulte parbe na,, shara jibon tar kotha mone rakhbe,,, karon manush valobasay khub durbol 😊😊😊❤❤❤"
sadness,ami ekojne ke khub valobastam se amar kache ar nai tai ami ei gan ta 2022 theke sune achci take ami ei gantir modhjo pai 😢❤
sadness,"priy manushtake bular jonjo koto sigaret tan, tao vulte pari na, valo thakuk priy manushta.8-5-2023"
sadness,kede kono lav nai tara bujhe na ar amader cokher pani tader kache kono muljo nai😢😢😢😢😢😢
sadness,priy manushgulo ekta somoy priy gan hoye jay 😌 ar priy gangulo smritir karagar hoye jay ♥ami oshay moto kedechilam taropro se amar hoyni 2023 sale eshe ganta shunlam 😭😭
sadness,"2023 eseo shunlam,,jake chere vebechilam bacbona ek muhurto o,,othoc aj 3 bochor holo take chara bece achi, valovabe bece achi,, tobe ekhno esob gan shune take mone korte valoi lage,,"
sadness,jokhon koshto dey priy manushti tokhon ganta shunte choley asi montake shanto dite amar moto ke ke acho
sadness,priy manushgulo ekta somoy priy gan hoye jay 😢 ar gan gulo smritir karagar hoye jay ❤🥀✨
sadness,sonu janina tui amar hobi ki na.. eo janina je tui ei bhul bojha bujhi theke kobe berobi... shudhui etuku jani tui shudhui amar...ar 10 joner moto na je icche holei dhorbo icche holei chere debo... amar dehe ekbindu ni:shas thaka porjonto tui amar... jodi amar morte hoy tobuo raji ami prithibir sobkichu chere debo tor jonjo kintu toke charbo nah ❤
sadness,manusher boys bare kintu mon thik ager motoi thake . gan gulo priy manusher kotha mone koriye dey barbar.
sadness,"aj onek smriti mone pore gel, 2022 sale eshe ei ganta onek otit mone koriye dilo. 💔 ei ganta jara shuncho ekhno ,sobai ektu like kore jeo.🙏"
sadness,"onek din pore ganta shonar iccha holo kintu tokhno bujhini gantar sathe apnar smritite hariye jabo,,, keui janena apnake kotta valbasi,,,,"
sadness,"tumio amake chere choley gele, ami kokhono sbopneo vabini, ar kauke valobaste parbo na .😭"
sadness,amar priy manush tar songge prtidini jhogra hoy kintu hajar jhogra poreo chere choley jaoyar kono proshno othe na..etai valobasa..ar etai tui 😘😘
sadness,"take pab kina janina, ghumer majhe hothat mone pore mone hoy, ami hit take pab na,kintu mone thakbe😅😅😅😅😅😅😊"
sadness,ami ekata miyeke valo basi 2din theke kotha nai tar sathe amake onek kharap lagche tar kotha mone pore tai ganta shune valo laglo
sadness,skul chuti deoyar por apnar dike takiye hasi deoyata mone hoy jibner boro bhul chil oi din jodi hospitaler vede pore thaktam tahole hoyto kharap hoto na ajke hajaro ovijog niye bece achi manush ki theke ki hoye jay vaba jayi na valo thak tui
sadness,"2023 ganta shona ami,,ekhno shei abeg, ektu o komeni, tai smriti rekhe gelema 2023 e"
sadness,ei rokom gan ekhon ki ar kolkata te shona jabe 😢 khub mis kori ager din gulo 🙃
sadness,ei unis bochre ami onek kichu hariye felechi ar caileo firey pabo na sottii ei prithibite valobasa onek oshay
sadness,jan tumi jodi eto ta koshto na dite tahole ei gan gula shona lagto na
sadness,2023 eshe 😞kara ei gan tike shuncho ar ekhon o nijer valobasar manushtir jonjo gantike onuvob kore haranor voye kadcho 💔🥀😖
sadness,ke ke amar moto deber purono gan gulo mis kore 2023 sale shunte aso shara dao🙋🙋🙋
sadness,gan ta onek din por shunlam. ar tar kotha mone pore gel. purono diner smriti. na paowa valobasa. se amay ei ganta shuniyechil. tar kotha hothat khub mone porche.
sadness,"gan ta shune tar kotha vabtechi,,,jodi take peye jai tahole to☺alhamdulillah,,ar na pele prtita laiker notifikeshnei tar kotha mone korbo,,😔"
sadness,"2023 saleo shunlam,,gan ta shunle moner vetor kemon jani kore othe,, ki shundor din gulo keteche, shara ta din songgit banglay gan gulo shuntam,,amader chotto belar somoy gulo keteche deb dar gan shune, khub mis kori chot belar smriti gulo,,amar moto  aro onekei achen,, 🥰"
sadness,"priy tomar sathe jokhon poricoy holo, tokhon tumi ei ganta amay shonate, ar amar o khub valo lakot kintu aj 2 bochor holo tumi nei, nijer sathe juddho kore bece achi,"
sadness,2023 sele eshe o ganta shuntechi kane hedfon diye cokh bondho kore priy manusher smriti gulo mone kore cokher kone kalo dag kore peltechi 😢 amar moton vangga moner manush thakle komento er riplai diyen😊
sadness,"kaoke khub sohje valobasa jay, kintu vola ta khub kothin,kokhno kokhono sob kichu chinnbicchinno hoye jay. eloelo sob jinisgulo thik kore gochate gochate karo karo onek ta somoy choley jay"
sadness,"kichu kotha ar kichu sur kokhnoi purno hoy na . 😭 na tara haray , na tader vula jay ॥ roye jay amoron smritite ॥"
sadness,😭onek din por gan ti shunlam gan ti shune amar premiker kotha mone pore gel ami emon ekjon ke valo bese chilam take kono dino vulte partam na ek somoy se amake bolol tomar satheamar brekap shune amar khub koshto hocchil kintu ami take jor koreo atkate parini se jodi amake mon diye valo basot tahole amake chere jetna aj priy manush ti ke hariye ami boro eka hoyegechi 😭😭
sadness,"asle bece thakte hole e prithibite jake cai take pete hoy, 😥😥😥😥😥 na hole bece thakar mane hoy na 😢😢😢😢"
sadness,age amar cokher coler dam chil.kintu ekhon ar nei. femilir shobai ekhon amake ghrina kore
sadness,hariye gelam furiye elam cokhe sukhiye el jol 💔🥀 bece theke lav ki bol toke chara 💔🥀🥀🥀🥀😭😭💔🥀
sadness,08•03.2023 sale priy manushtake parmanentli haralam 😢.. se ekhon amake onek grina kore... kichui korar nai .. se amar kopale nai 😢..taito ei ganta shunte elam..
sadness,"ei ganer mormta age hoyt bujhtei parini. ekhon roj rutin kore shona na hole khabar gola diye namey na, rate ghum hoy na.🥲"
sadness,khub asha chilo take niye moner moto  kore sajabo se aslo thiki kinto onno rokom hoye
sadness,onek din por ei gan tar kotha mone porlo amar moto  keu ki acho je 2023 sale eshe ei gan ta shuntecho 🥰🥰
sadness,01-02-2023 sale priy manushtake parmanentli haralam 😢...se ekhon amake onek grina kore...kichui korar nai... se amar kopalei nai😢.. taito ei ganta shunte elam.
sadness,ondho kare kane hedfon lagiye amar moto keu ki ache je 2023 saleo ganti shunchen
sadness,cokh theke jhora pani se jodi dekhte porto tahole se bujhte parto kotta valobasi ar kotta mis kori 🥰
sadness,"ei sbopner patay tar jonjo hajaro smriti joriye ache,,,,2023 eshe ke ke abaro ganta shunchen amar moto sbopner smriti joriye ache tader mone o 😭😭"
sadness,"jibon ekjon manush chil kintu take ami onek onek valobasa,kintu, amarke,,se,ekhon, ana, keu, valobasa,,amar, sathe 7,bochor, valobasa😔😔😔😔"
sadness,"ami onek din pare, hotha,,gan,ta,mone pare, amar, jibonte,ek,manush, hariye geche tar kotha, mone pore egan"
sadness,monta kharap! bohudin por abar gantar kotha moner porlo! tai abar ektu beshi mon kharap korte elam!🤐
sadness,amar gan gunle onek koshto hoy 😭😭 priy manush tar kotha mone pore jay 😭😭
sadness,tar theke hoyto valo keu asbe shobai e kotha bole santona dibe!!! kintu ami tomake cay @@@@♥♥ ami tomake ishbor jar sathe thako onok valo thako sob somoy ami tai cai???!!!!
sadness,"emon‌ ekjon ke valobastam nijer jibner theke beshi, kintu aj se nei, tar deoya kothaguli ekhon o mone onek koshto dey 😭😭😭😭"
sadness,"kichu manush ajibon amader smriti hoye roye jay. shei manushta nijeo jane na je, se karo smritite birajman.🙂"
sadness,tomar moto ar kauke paowa hobe na kon vuler karne tumi aj amar kache nai jani na ar janao hobe na kondin
sadness,"aj jokhon basay jai dekhi tivite chobi ta diteche pore khabar khawar tebil niye eshe bose pori pore ganta mone thake na edmishon pipareshon e achi tai not buk e likhe rakhi ekhon 6:45 piem, shuntechi৷ abar o asbo karo like porke komento tay😶"
sadness,ajke onek din thekei ei ganta shunina aj hothat khub beshi mone porchil eiganta 😭
sadness,hoyt mone porbe bjostta sheshe kono nirjon rate kintu kondin tomake ar paowa hobe na apon kore 💔
sadness,chot belar osongokhjo sriti bohon kore e chobi gulo. mone cay abar shei jaygay shei boysei firey giye chobi gulo dekhi. 🖤💔
sadness,ei ganta shunle priy manusher kotha‌ mone pore jay ar tokhon khub koshto hoy 😭😭😭😭😭😭 😔😔😔😔😔
sadness,priy manushgulo ekta somoy priy gan hoye jay 😌 ar priy gangulo smritir karagar hoye jay ♥️
sadness,tomake peye gele hoyto ei ganta shona hoto na priy bece thakte more jaoyar sadh paowa hot na priy jug jug dhore jokhon manush ei ganta shunte asbe like ar notifikeshon pele ami abaro mrito manushtake khuje pabo ar tar sathe etao mone korbe na paoyar bedna nare noy sohoj paowa tor moto 
sadness,2040 sal porjonto sriti rekhe gelam. jodi keo abar komento e like dey tahole notifikeshon pabo. tahole abar ganta shunte asbo৷ 😢😢😢😢🎧😢😢
sadness,priy lina jodi‌ kondin ei ganti shunte shunte ei komento ta dekh tahole eta amar vagjo 😊 khub valobese felechilam etai hoyto amar bhul chil ☺️💔 tai tumi amay eka kore choley gele 😊🤝💔
sadness,hum bhai  suni to valo basar manus tar kotha jokhon mone pore se amake rekhe choley geche onek dure😭😭
sadness,"tomake peye gele et shundor ganta shona hot na priy 🥀 smriti rege gelam jug jug dhore jokhon manush ei ganta shunte asbe 😔 tokhon keu like dile , notifikeshon pele , ami abar shunte asbe ei ganta 🖤🥺💔🥀"
sadness,ke ke amar moto  koshter jibon katacchen ekta like diye jaben 🥲 jake valobasen se ekhon onno kauke valobase
sadness,"priy manush take pabona jeneo valobasi jokhon khub koshto hoy tokhni ei gan ta shuni,, ke ke 2022sale ei gan shuno"
sadness,jibon theke doshta bochor hariye geche. mis korchi 2012 salke. mis korchi hridoye thaka riyake.
sadness,"ei ganta, 5bochor age shunsilam tokhon chot chilam, amar boro apu shunto kintu kichu bujtam na. 5bochor por mobile hatey peye ekhon buji ga"
sadness,2015 sale shunchi/ekhno shuni tokhno bangladeshe ei ganta rilis hoysil na abbu dubai theko ekta phone pathiyechil sekhane seb kora chil
sadness,ek jibne ekta manush ke kottuku valobasa jay sheta tomar theke shikhechi kintu ajke tumi nai 😰😰
sadness,"aj 21-9-2022 hothat mone pore gelo gan tar kotha tai shunte aslam.ami ja korte cai ta korte pari nah, ar ja korte cai na ta kore feli. sob somoy kharap eh thaki keno jani nah. 😪😪 jai hok hoy toh Allah eitai cay"
sadness,kichu gan bostob jibne r sathe ghote jay tobu s‍jalut janai oi lekhokke o balishe mone hoy kon dinoo ghumaini ar amra cheka kheye beka hoye tal hoye pore achi....
sadness,ei ganta shunle cokh diye pani ekay porte thake janina ken ei rokom hoy 😭😭😭🥺
sadness,ei ganta sotti kokhono vulbo na eta amader hostel laif er smriti ❤️❤️ khub mis kori hostel laif take ❤️❤️😔😔❤️❤️
sadness,hariye gelam furiye elam cokhe shukiye gel jol. ei lain ta khub mone pore 😥
sadness,ekhon kar projonmer baccar hoyto ei gangulo shunbe na kintu amader kache koto abeg smriti jorano ei gangulo 😭😭
sadness,"tokhon ami class 8 🙂 hay aj ami 23 🙂 kal hoyto 73 chuye chuye aro kotdur.... du:okh bece thak, gan sotjo hok ❤️"
sadness,rat barotar por takei mone pore je jibne barota bajiye choley geche.... tokhon amar hedfone orijit dadar gan sborgnamoy
sadness,age choto belay jokhon ei gan ta shuntam tokhon kichu bujte partam na bat ekhon bujte parchi ei gan gulor protjek ta lain koto koshter bastber sathe kotta mil 😰
sadness,"chotbelay eisob gan shune bor hoyechi kintu ekhon bujhte parchi gantar mane ki 🖤 .....,"
